username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,tweet,hashtags,tweets_cleaned,polarity,subjectivity,positive,negative,neutral,sentiment
KJsGramma,"Mom, grandma, semi retired education administrator. Community volunteer. #FBR #TheResistance","San Diego, CA",1323,1133,37078,2017-01-26 17:52:11,2020-12-10 06:13:48,0,Elon Musk saying that the flight of his Starship that crashed in a fiery explosion was a success makes him as deluded as Trump! https://t.co/7n9iOJFB28,[],elon musk say flight starship crash fiery explosion success make delude trump https://t.co/7n9iojfb28,0.3,0.0,0.197,0.271,0.532,neutral
JoelCraig1,Proponent of the centre - the truth/best response is ALWAYS somewhere in the middle. Very proud single dad to two little beauties.,"Calgary, Alberta",1545,417,5752,2012-05-25 03:07:51,2020-12-10 06:09:03,0,"‘Rapid unscheduled disassembly’ is by far the most hilariously rhetorical way to say *it crashed, hard.*

#SpaceX #ElonMusk

Elon Musk's Starship prototype makes a big impact https://t.co/c4Ai054mlL","[{'text': 'SpaceX', 'indices': [106, 113]}, {'text': 'ElonMusk', 'indices': [114, 123]}]",rapid unschedule disassembly far hilariously rhetorical way crash hard spacex elonmusk elon musk starship prototype make big impact https://t.co/c4ai054mll,0.07708333333333332,0.6604166666666667,0.0,0.194,0.806,neutral
Marais_Dani,Compassionate being. Barefoot enthusiast. Life of service. BCom Hons Marketing & Entrepreneurship Grad. Female Economic Empowerment✊🏿✊🏽✊🏻@WalkInFreedomSA🇿🇦,,4994,4045,982,2019-08-01 06:14:45,2020-12-10 06:05:05,6,Ron Baron earned a $4.2 billion windfall just from investing in Tesla. The legendary investor told us why he still expects a 30-fold return from Elon Musk — and shared the biggest lessons and mistakes of his career https://t.co/QKAT1RknwG,[],ron baron earn $ 4.2 billion windfall invest tesla legendary investor tell expect 30-fold return elon musk share big lesson mistake career https://t.co/qkat1rknwg,0.5,0.55,0.086,0.094,0.82,neutral
amutseba,"#Transhumanism, #ArtificialIntelligence, #Robotics, #Nanotechnology, #Genetics and Other Latest #Science News","England, United Kingdom",538,115,3815,2015-10-24 12:43:18,2020-12-10 05:57:40,0,"Elon Musk's Starship prototype makes a big impact
https://t.co/rviTJyLmKD",[],elon musk starship prototype make big impact https://t.co/rvitjylmkd,0.0,0.1,0.0,0.0,1.0,neutral
Jacquel06329494,Love is the life,,16,0,16,2020-05-04 09:49:45,2020-12-10 05:56:46,0,"@elonmusk 
yes, yes,yes....that's the right attitude....(sorry the article is in german, only)
Musk advises other managing directors: Throw away the PowerPoint slides! https://t.co/RudXWeeWzY via @t3n",[],@elonmusk yes yes yes right attitude (sorry article german musk advise manage director throw away powerpoint slide https://t.co/rudxweewzy @t3n,-0.07142857142857144,0.5119047619047619,0.332,0.053,0.615,neutral
jdahl47,"Greater is He that is in us then he that is in the world.
Retired US Navy. In the ministry","Auburn, Washington",987,552,6552,2010-02-19 15:13:17,2020-12-10 05:50:45,0,Tesla's Elon Musk ditches California for Texas: 'California has been winning for a long time ... they're taking that for granted' https://t.co/e384ZK8iCT,[],tesla elon musk ditch california texas california win long time take grant https://t.co/e384zk8ict,0.375,0.4,0.364,0.0,0.636,neutral
Joseph_Santoro,"Neuro PhD, #Innovator, #Technologist, #Startup Angel, Fmr White House/OFA Honcho | #Politics #Data #Adventure | StartingBloc & Fulbright | @DMVstartup @Forbes","Washington, DC 20009",20844,18933,148079,2009-01-17 21:10:13,2020-12-10 05:47:38,8,"Jeff Bezos and Elon Musk, the world’s two richest men who committed billions of dollars of their own money to a private space race, are now eligible for an extra boost from the federal government: a tax break intended to help poor communities https://t.co/bxCSmsFDhH",[],jeff bezos elon musk world rich man commit billion dollar money private space race eligible extra boost federal government tax break intend help poor community https://t.co/bxcsmsfdhh,-0.0062500000000000056,0.45625000000000004,0.317,0.088,0.595,neutral
FOX5Atlanta,More local news than any other station in the Atlanta area. Home to @GoodDayAtlanta @FOX5StormTeam @FOX5Sports @SKYFOXTraffic and more! #fox5atl,Atlanta,1639,633331,344095,2008-12-03 14:09:12,2020-12-10 05:45:12,1,Tesla CEO Elon Musk has left California and is now a resident of Texas.​ https://t.co/QBlK7VEqJh,[],tesla ceo elon musk leave california resident texas.​ https://t.co/qblk7veqjh,0.0,0.0,0.0,0.13,0.87,neutral
libphil_,"Pro-democracy & anti-debt
Je dis ce que je veux dans plusieurs langues.
Ma vie privée est.. privée","Montréal, Québec",2640,1342,115913,2013-09-28 04:30:40,2020-12-10 05:43:48,0,"@VoiceOfFranky 

What happened to Elon Musk the California dreamer ?? Now a profit-watching Texan ! https://t.co/rrCLDZKlBT",[],@voiceoffranky happen elon musk california dreamer profit watch texan https://t.co/rrcldzklbt,0.0,0.0,0.244,0.0,0.756,neutral
SeanDeFaris,President Trump 2020 🇺🇸,USA,3257,355,1957,2017-06-06 20:08:34,2020-12-10 05:40:24,2192,Elon Musk says Tesla’s Chinese rival ‘stole’ Apple’s code - Elon admits the Chinese have stolen Tesla’s intellectual property. What an amazing place to do business. #China #Steal #Tesla #Apple  https://t.co/4UUcJYD4VO,[],elon musk say tesla chinese rival stole apple code elon admit chinese steal tesla intellectual property amazing place business china steal tesla apple https://t.co/4uucjyd4vo,0.22500000000000003,0.325,0.259,0.187,0.554,neutral
gerardo009,#Actor #VoiceOver #Narrator #iZombie #Economist #Politogue #Consulting #Coaching #Defence #Keynote #Spanish #German #English #ACTRA.UBCP #MrAncelotti #FCBayern,"Vancouver, Germany, Spain, USA",5045,4570,91018,2009-05-13 22:18:19,2020-12-10 05:36:08,10,Elon Musk's SpaceX launched a prototype of its Mars rocket Starship in its highest-altitude 'hop' test from the space company's Texas facilities. The rocket exploded upon landing back on Earth. https://t.co/GzTU3Nmdye,[],elon musk spacex launch prototype mars rocket starship high altitude hop test space company texas facility rocket explode land earth https://t.co/gztu3nmdye,0.16,0.5399999999999999,0.0,0.0,1.0,neutral
Marplesmarbles,It's fizzy its ginger it's phenomenal,In the Dear Green Place,1532,1064,177811,2009-08-10 16:52:52,2020-12-10 05:35:55,0,Elon Musk's Starship prototype makes a big impact https://t.co/NOmMIChRbb,[],elon musk starship prototype make big impact https://t.co/nommichrbb,0.0,0.1,0.0,0.0,1.0,neutral
kashif_baig,Social Media  - Number's Lover - Simple - Cricket Fan - Ghazals - Travel - Geography - No compromise on Karachi & Pakistan - Living in Dubai,Dubai,698,987,47521,2009-04-23 14:46:37,2020-12-10 05:34:44,2,"Elon Musk saw his fortune fall $8.9 billion as Tesla stock plunged following a bearish outlook from JPMorgan analysts.

#ElonMusk #JPMorgan #Tesla #stocks 
https://t.co/5T5tvnNKRU",[],elon musk see fortune fall $ 8.9 billion tesla stock plunge follow bearish outlook jpmorgan analyst elonmusk jpmorgan tesla stock https://t.co/5t5tvnnkru,0.0,0.0,0.0,0.0,1.0,neutral
Agropark,Social #GreenTech Entrepreneur Assoc.🌈,EU-US-Africa Space #Moon #Mars,1021,1041,15325,2009-08-07 18:24:36,2020-12-10 05:26:34,0,"Elon Musk's Starship prototype starts well, returns crash landing. #MarsOrBust #Mars https://t.co/qWoSODf5JC","[{'text': 'MarsOrBust', 'indices': [67, 78]}, {'text': 'Mars', 'indices': [79, 84]}]",elon musk starship prototype start return crash landing marsorbust mars https://t.co/qwosodf5jc,0.0,0.0,0.0,0.213,0.787,neutral
LoneStarSUVLimo,"#NTX #DFW #Limo #SUV #Christmas #ChristmasLights #Airport #FamilyFriendly #CarService #Towncar #LightTours 
#Denton #FortWorth #Dallas #Family


📱 469-265-4527","Denton, TX",1129,1082,3035,2020-06-02 22:25:34,2020-12-10 05:26:28,0,"#Texas means #Business
687,000 people transplant from #California to seek a better life.
https://t.co/JRbp5ZAT0B","[{'text': 'Texas', 'indices': [0, 6]}, {'text': 'Business', 'indices': [13, 22]}, {'text': 'California', 'indices': [54, 65]}]","texas mean business 687,000 people transplant california seek well life https://t.co/jrbp5zat0b",-0.3125,0.6875,0.174,0.0,0.826,neutral
asfandy27834668,Trader - Investor - CEO - Entrepreneur - Former Professional Baseball Player - (I AM NOT A FINANCIAL ADVISOR PLEASE DO YOUR OWN DUE DILIGENCE),,65,134,1550,2020-07-19 02:53:56,2020-12-10 05:18:22,0,"$TSLA Elon Musk: 🤣 Can you guys please hold your $TSLA stock shares so we can sell $5,000,000,000 in shares real quick. #THANKSGUYS 

His soufflé &amp; sledgehammer quote seemed suspicious/wired also.

Wounding if there is something we are NOT being told 🧐🤔","[{'text': 'THANKSGUYS', 'indices': [120, 131]}]","$ tsla elon musk 🤣 guy hold $ tsla stock share sell $ 5,000,000,000 share real quick thanksguys soufflé amp sledgehammer quote suspicious wire wound tell 🧐 🤔",0.5,0.75,0.185,0.061,0.754,neutral
markwells3600,,"Downtown, Houston",87,91,7,2018-11-16 20:14:47,2020-12-10 05:17:24,0,"https://t.co/JIQBmqbKfD
Stock price: TSLA (NASDAQ) 604.48 ▼ -45.40 (-6.99%)
Dec 09, 7:59 PM EST · Price in USD · 15 min delayed
Customer service: 1 (877) 798-3752
Founded: 2003 · San Carlos, CA
Revenue: $24.58 billion (2019)
Headquarters: Palo Alto, CA
CEO: Elon Musk (Since 2008",[],https://t.co/jiqbmqbkfd stock price tsla nasdaq 604.48 ▼ -45.40 -6.99 dec 09 7:59 pm est price usd 15 min delay customer service 1 877 798 3752 found 2003 san carlos revenue $ 24.58 billion 2019 headquarters palo alto ceo elon musk 2008,0.0,0.0,0.0,0.054,0.946,neutral
RidyardMike,"Private investor. CEng IMechE, Mostly an investor and sometimes a trader. I concentrate on value/quality investing and fixed income.Views are my own not advice.",,114,966,6171,2011-11-05 07:55:42,2020-12-10 05:17:11,0,Elon Musk's Starship prototype makes a big impact https://t.co/SgndTqUWvA,[],elon musk starship prototype make big impact https://t.co/sgndtquwva,0.0,0.1,0.0,0.0,1.0,neutral
w0rmcowboy,no baby you said ow - @alaparaps,she/her | 18,255,135,4145,2018-07-15 22:03:50,2020-12-10 05:15:18,0,seeing the news use tweets of elon musk is honestly hilarious bc that fool says a lot of dumb shit on twitter dot com so why should i believe we're close to mars,[],see news use tweet elon musk honestly hilarious bc fool say lot dumb shit twitter dot com believe close mars,-0.025000000000000005,0.7666666666666666,0.187,0.321,0.492,neutral
Lebbick_rocks,Oigo tu voz pedir lo que nunca existirá  a fuerza de recordar lo que no llegó a pasar.,Orison,49,22,3734,2016-06-29 21:06:20,2020-12-10 05:13:32,0,Elon Musk's Starship prototype makes a big impact https://t.co/LCid1EJKut https://t.co/0GoV5qnD6r,[],elon musk starship prototype make big impact https://t.co/lcid1ejkut https://t.co/0gov5qnd6r,0.0,0.1,0.0,0.0,1.0,neutral
ImpactMovie,"NJ, Financial nerd, news and weather junkie, Cat dad/mentor. Chronic complainer/agitator. Hypochondriac 

Sometimes funny.

Taylor ham, salt, pepper, ketchup.","New Joisey, Exit 145",601,1727,4797,2009-05-26 14:02:24,2020-12-10 05:10:45,0,"@MrFutureVP @A_Kessler I get it. SpaceX is a great company. I'm glad they have helped the US return to space. They are leading the space industry with amazing rockets that return to earth instead of of being thrown away.

Elon Musk is a prick who mocked Covid and manipulates company stock. Asshole.",[],@mrfuturevp @a_kessler spacex great company glad help return space lead space industry amazing rocket return earth instead throw away elon musk prick mock covid manipulate company stock asshole,0.6333333333333334,0.8833333333333333,0.333,0.127,0.539,neutral
tomatorose13,,Here & Now,314,59,5774,2013-09-11 08:05:33,2020-12-10 05:10:28,0,"Elon Musk’s relocation follows 687,000 other Californians who’ve moved to Texas in last decade https://t.co/9EeITVyA3s
@GregAbbott_TX seems like a lot of #Liberals are coming to TX. Men like @tedcruz &amp; @KenPaxtonTX make me want to leave after 19 years here.","[{'text': 'Liberals', 'indices': [154, 163]}]","elon musk relocation follow 687,000 californians move texas decade https://t.co/9eeitvya3s @gregabbott_tx like lot liberal come tx man like @tedcruz amp @kenpaxtontx want leave 19 year",0.0,0.0,0.293,0.04,0.667,neutral
jnaylor,"A gay Christian guy who likes computers, NZ railways, politics, gardening, genealogy, music and movies. 

https://t.co/SJN4IhlmKZ","Wellington, NZ",3826,2270,136367,2007-11-20 03:26:36,2020-12-10 05:09:17,0,"BBC News - Elon Musk's Starship prototype makes a big impact
https://t.co/N45lN82wEW",[],bbc news elon musk starship prototype make big impact https://t.co/n45ln82wew,0.0,0.1,0.0,0.0,1.0,neutral
RexNovenario,,,195,27,7314,2013-01-23 04:56:46,2020-12-10 05:08:16,0,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/lyIfC4lIeB via @TheBabylonBee",[],immediately move texas elon musk announce tesla ar-15 https://t.co/lyifc4lieb @thebabylonbee,0.0,0.0,0.0,0.0,1.0,neutral
HoweGerald,Never sets out to come second! Free trade supporter on a level competitive basis.,,537,400,32450,2013-04-20 13:36:50,2020-12-10 05:06:06,0,Elon Musk's Starship prototype makes a big impact https://t.co/lBes64xh5t,[],elon musk starship prototype make big impact https://t.co/lbes64xh5 t,0.0,0.1,0.0,0.0,1.0,neutral
VictorB123,"Opinionated single parent.  Army veteran.  San Jose, California.  Might move back to the USA sometime. Hot dogs are a sandwich.  Die Hard is a Christmas movie.",California,3136,3460,467207,2009-02-19 22:10:44,2020-12-10 05:04:44,3,Tesla says Tuesday it wants to raise up to $5 billion in capital through a stock offering. The move came the same day that CEO Elon Musk said he has moved from California to Texas. The stock offering is the second for the company in three months. https://t.co/lXn4AftHTh https://t.co/CXs861XdwY,[],tesla say tuesday want raise $ 5 billion capital stock offering come day ceo elon musk say move california texas stock offering second company month https://t.co/lxn4afthth https://t.co/cxs861xdwy,0.0,0.0,0.048,0.0,0.952,neutral
erin1211,Truth! and MAGA 🇺🇸🇺🇸,"Washington, USA",340,124,2642,2010-01-20 18:27:50,2020-12-10 05:00:29,0,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/O0UWSMDEHC via @TheBabylonBee",[],immediately move texas elon musk announce tesla ar-15 https://t.co/o0uwsmdehc @thebabylonbee,0.0,0.0,0.0,0.0,1.0,neutral
Hein_The_Slayer,"#BlackLivesMatter
Remake the world... *Not an investment advisor. #TheUnofficialTeslaPR",LATimes,799,1649,39378,2013-02-24 02:46:06,2020-12-10 05:00:29,0,"@macrockets It's world news.
South Africans now know too...

https://t.co/qO8VKQr0wJ",[],@macrocket world news south africans know https://t.co/qo8vkqr0wj,0.0,0.0,0.0,0.0,1.0,neutral
TriangleBIZJrnl,"Triangle Business Journal, a multimedia business news platform, is the leading provider of local business news for Raleigh-Durham-Chapel Hill.","Raleigh, N.C.",355,77704,66731,2008-08-19 13:55:22,2020-12-10 05:00:12,0,"Elon Musk says he's moved to Texas: ""California has been winning for a long time and I think they're taking it for granted a little bit.""​ https://t.co/bAMNKWh8I0",[],"elon musk say move texas california win long time think take grant little bit ""​ https://t.co/bamnkwh8i0",0.1875,0.43333333333333335,0.31,0.0,0.69,neutral
allovergirl,"We are not to pick and choose our duty, but must aim at standing complete in all the will of God.  #2A pro Israel #prolife",Chicagoland,1982,1930,31607,2009-03-25 18:41:17,2020-12-10 05:00:06,0,@mtbBrski @neilsbohrjump @WSJ Elon Musk is moving to Texas.  You respond with rivers being lit on fire and expect me to take you seriously?  Take some stock in the subject.  Elon Musk wants a carbon tax.  You're just blustering.,[],@mtbbrski @neilsbohrjump @wsj elon musk move texas respond river light fire expect seriously stock subject elon musk want carbon tax bluster,-0.03333333333333332,0.5666666666666667,0.056,0.175,0.769,neutral
Collegebags,"Specialist bulk supplier of bags and cases for schools, colleges, Sports & Promotion. Part of Rose House Group. Here to help since 1971 Tel 01283 819922",Swadlincote - National Supply,2770,826,967,2012-05-27 20:02:32,2020-12-10 05:00:03,0,Elon Musk's Starship prototype makes a big impact https://t.co/9Fy8Fx7Yd6,[],elon musk starship prototype make big impact https://t.co/9fy8fx7yd6,0.0,0.1,0.0,0.0,1.0,neutral
ridethenews,Not your grandpa's news,"Washington, DC",13,6222,2142,2020-08-12 15:23:58,2020-12-10 04:50:03,1,"Elon to CEOS: Get out there on the goddamn front line!

https://t.co/bR2BC6cJI1",[],elon ceos goddamn line https://t.co/br2bc6cji1,0.0,0.0,0.0,0.437,0.563,neutral
jbishop514,,,104,18,54,2011-02-08 05:57:49,2020-12-10 04:47:28,0,"Musk, Bezos Space Race Gets a Boost From Anti-Poverty Tax Break  https://t.co/dtT18OlegH",[],musk bezos space race get boost anti poverty tax break https://t.co/dtt18olegh,0.0,0.0,0.166,0.344,0.491,neutral
G4m3rR3up,"I Prefer to Like, Retweet than Comment on Entertainment (Games, Movies, Sports, Television, Music, Comics, Books, Food, Animals, Nature, Travel, Art, & More)",,786,371,38881,2019-08-24 04:49:50,2020-12-10 04:40:16,1,"Tesla's Elon Musk moves to Texas, citing friction with California regulators https://t.co/3QldnT1BbQ",[],tesla elon musk move texas cite friction california regulator https://t.co/3qldnt1bbq,0.0,0.0,0.0,0.0,1.0,neutral
f91jones,"Had a bio about Liverpool but got injured in the process #LFC #YNWA, Montreal Canadiens fan #GoHabsGo, ice hockey player | #JFT96 #DontBuyTheSun #FuckTheTories",On lockdown (again),2396,1108,8332,2020-05-27 23:19:25,2020-12-10 04:35:56,1,"Elon Musk follows up on his threat to leave California, moves to Texas https://t.co/QbW92qrnBq",[],elon musk follow threat leave california move texas https://t.co/qbw92qrnbq,0.0,0.0,0.0,0.397,0.603,neutral
MatthewWringer,"interested in advanced technologies
fan of iron man
soon to be C.E.O.
Vesper Industries
https://t.co/MnBloKCU3G",,31,4,26,2020-11-20 18:41:36,2020-12-10 04:35:52,0,"BREAKING NEWS: Elon Musk Announces All SpaceX Flights To Mars Cancelled
Martian officials say borders closed until Coronavirus is under control. @SpaceX",[],breaking news elon musk announce spacex flight mars cancel martian official border close coronavirus control @spacex,0.0,0.0,0.0,0.118,0.882,neutral
dwhart,"Joined this early, missed the boat and now wading in once again!

Building in Canada... to be announced.

Former CEO @gomasterkey, @AirlistUAE (acquired)","London, Ontario",143,465,548,2008-01-09 20:04:18,2020-12-10 04:33:11,0,"@ABC Here’s a sensible and accurate headline that still serves as click bait:

“Elon Musk’s Starship prototype makes a big impact”

You need higher standards @ABC, look to @BBC for some advice.

https://t.co/pPFzG8WbUD",[],@abc sensible accurate headline serve click bait elon musk starship prototype make big impact need high standard @abc look @bbc advice https://t.co/ppfzg8wbud,0.14,0.31833333333333336,0.0,0.0,1.0,neutral
FOXBaltimore,"With 10 hours of Emmy Award winning #news coverage every weekday, FOX45 is consistently #Baltimore's most honored news operation. RTs are not endorsements","Baltimore, MD",1475,165934,241528,2009-03-30 19:11:03,2020-12-10 04:31:00,0,"It was the highest and most elaborate flight yet for the rocketship that Elon Musk says could carry people to Mars in as little as six years. Despite the catastrophic finale, he was thrilled.

https://t.co/TSaKKTioDw",[],high elaborate flight rocketship elon musk say carry people mars little year despite catastrophic finale thrill https://t.co/tsakktiodw,0.1575,0.68,0.121,0.108,0.77,neutral
Aleins19051201,"Freedom,humanity,diversity,intelligence. There is no other way to survive than united world. Patriotism is the last refuge of scoundrels .",,19,40,78937,2018-07-30 08:58:50,2020-12-10 04:29:50,0,Elon Musk's Starship prototype makes a big impact https://t.co/XOA4Fig2F8,[],elon musk starship prototype make big impact https://t.co/xoa4fig2f8,0.0,0.1,0.0,0.0,1.0,neutral
quantum1021,好キナモノ、イチゴ 珈琲 花 美人 懐手シテ宇宙見物（Torahiko Terada）,earth,46,61,58782,2010-01-04 12:39:00,2020-12-10 04:29:43,0,Elon Musk's Starship prototype makes a big impact https://t.co/bGi1gOAv7y,[],elon musk starship prototype make big impact https://t.co/bgi1goav7y,0.0,0.1,0.0,0.0,1.0,neutral
telling_news,I stand up against fake news and no MSM coverage. ❤️2nd amendment and President Trump! #TRUMP2020🇺🇸#BUILDTHEWALL🇺🇸#MAGA🇺🇸#KAG,Illinois,4729,3505,12239,2019-06-11 23:05:38,2020-12-10 04:28:05,20,Elon Musk said they got all the data they needed. Dude is hella excited despite the bomb landing.   https://t.co/6QnSsONk13,[],elon musk say get datum need dude hella excited despite bomb landing https://t.co/6qnssonk13,0.375,0.75,0.337,0.0,0.663,neutral
SirSketch15,"Colorado kid. Video games are cool. Sports are cool. You're probably cool too! Except for you, you damn Chiefs fans. 

Go Nuggets",Colorado,598,38,956,2013-04-17 17:03:06,2020-12-10 04:27:44,0,"@jack_p I mean. It's not misleading as it's an account of what happened. I'm going to go out on a ledge and assume ABC news doesn't stan Elon Musk or SpaceX. All love though, it was a success and I hope to see it stick the landing next time.",[],@jack_p mean misleading account happen go ledge assume abc news stan elon musk spacex. love success hope stick landing time,0.1625,0.4291666666666667,0.366,0.092,0.542,neutral
john_greg_gomez,Indie Producer/Filmmaker/Media Professional/Transmedia-ARG-DIY Aficionado/Ronin UCLA TFT MFA candidate. In production: @theageofplay,Los Angeles,4974,1115,6631,2011-04-08 03:53:28,2020-12-10 04:27:24,4,Rocket projects aren’t the only thing the world’s two richest people have in common https://t.co/qLyEA6vsR4 https://t.co/mpCssh1qmY,[],rocket project thing world rich people common https://t.co/qlyea6vsr4 https://t.co/mpcssh1qmy,0.037500000000000006,0.625,0.31,0.0,0.69,neutral
John_Gardi,"I've always been a tinker. I started by taking stuff apart. Then I learned how to put stuff back together, then how to fix it. It's a way of life for me really.",,86,2577,43184,2010-12-16 15:57:24,2020-12-10 04:27:03,1,"@John_Gardi @GeoffdBarrett @SpaceX BBC News - Elon Musk's Starship prototype makes a big impact
https://t.co/KtVxSAEAL2",[],@john_gardi @geoffdbarrett @spacex bbc news elon musk starship prototype make big impact https://t.co/ktvxsaeal2,0.0,0.1,0.0,0.0,1.0,neutral
NeilJamesWeekes,"Let's play one game at a time.
#ProBrexit #ProWTO
#EndLockdown
#UK #EndDevolution
#EndGlobalisation
#EndGreenEnergy
#ProUK2ndAmendment
#EndTheGreatReset","Bristol, London, Bern & Dubai.",5172,6508,255620,2015-12-12 07:12:13,2020-12-10 04:23:31,3,SpaceX set to test launch Starship rocket: Watch live https://t.co/0VW2FFiHpb,[],spacex set test launch starship rocket watch live https://t.co/0vw2ffihpb,0.13636363636363635,0.5,0.0,0.0,1.0,neutral
SainteStephen,"An American patriot for Equal Rights and Justice . Peace would be possible if it wasn't for humans . Jesus’ less notable disciple. Being a martyr sucks ,1 star",,37,4,728,2020-03-22 09:57:57,2020-12-10 04:22:10,0,@elonmusk Who had the 3 richest men on Earth playing with spaceships while millions of refugees all over the world attempt to escape being blown to pieces and unemployed workers wait for hours for food boxes all over the globe on the Dec bingo card? https://t.co/pIMslpNkW3,[],@elonmusk 3 rich man earth play spaceship million refugee world attempt escape blow piece unemployed worker wait hour food box globe dec bingo card https://t.co/pimslpnkw3,0.375,0.75,0.259,0.0,0.741,neutral
dhswede,"IoT Engineering, Data Center Engineering, Electrical Engineer",In the sky,77,30,1076,2009-04-26 15:12:40,2020-12-10 04:18:14,0,@elonmusk is right but CEOs have been captivated by short term stock prices for 20 years... leaving no money for anything else.  #CBNC Musk Advises Fellow CEOs To Spend Less Time On PowerPoint And Do This Instead https://t.co/C2iznA9zS0 via @Yahoo,"[{'text': 'CBNC', 'indices': [129, 134]}]",@elonmusk right ceo captivate short term stock price 20 year leave money cbnc musk advises fellow ceo spend time powerpoint instead https://t.co/c2izna9zs0 @yahoo,0.14285714285714285,0.4178571428571428,0.0,0.052,0.948,neutral
SeanRileyOnline,"An entrepreneurial business executive, fledgling writer, puckish humorist & sometimes expat Irish Canadian living abroad, or on the lamb. https://t.co/xcZZ9Mpiff🐾",Vancouver ✈ abroad,5003,2386,66576,2012-12-13 23:33:09,2020-12-10 04:16:58,4,"The Starship rocket destroyed was a 16-storey-tall prototype for a heavy-lift launch vehicle being developed by Elon Musk's private space company to carry humans and 100 tonnes of cargo on future missions to the moon and Mars.
https://t.co/3eG54u7ju0",[],starship rocket destroy 16-storey tall prototype heavy lift launch vehicle develop elon musk private space company carry human 100 tonne cargo future mission moon mars https://t.co/3eg54u7ju0,-0.08,0.22000000000000003,0.0,0.123,0.877,neutral
BrassringDrew,"Winning at life is the goal.
Classic Liberal (NOT a Leftist) & Purveyor of 
Positivity, Pop Culture Iconoclast.    
When I lost my religion, I found my Faith.😎","Florida, USA",663,325,9259,2017-07-19 15:31:03,2020-12-10 04:12:02,0,"HIGH TAX EXODUS ➡️➡️➡️
Elon Musk is now a Texan
https://t.co/GakHc5ASMA",[],high tax exodus ➡ ️ ➡ ️ ➡ ️ elon musk texan https://t.co/gakhc5asma,0.16,0.5399999999999999,0.0,0.0,1.0,neutral
Dr_A_Z,,,255,36,2907,2012-04-08 22:45:25,2020-12-10 04:10:41,0,"California is falling apart a little more everyday.
https://t.co/7wF90uYnEc",[],california fall apart little everyday https://t.co/7wf90uynec,-0.19375,0.55,0.0,0.0,1.0,neutral
ArthurGrimm,,"California, USA",116,21,184,2014-02-03 10:28:43,2020-12-10 04:03:59,0,@KyleKulinski Problem is a lot of there increase in wealth is tied up in markets. If Elon Musk liquidate half his Tesla stock the other half would quickly be worth nothing because people would see it as him not believing in the company anymore.,[],@kylekulinski problem lot increase wealth tie market elon musk liquidate half tesla stock half quickly worth people believe company anymore,-0.011111111111111108,0.14444444444444446,0.284,0.103,0.613,neutral
LetsRoc137,"This world is totally FUGAZI. Where are the prophets,where are the visionaries,where are the poets-Marillion#IDWP #JusticeMattersTweets=IMO/sarcasmRetweets=?",Burnt Arse end of planet ,932,1875,382022,2013-04-01 12:31:03,2020-12-10 03:54:39,1,"@LetsRoc137 @FRANCE24 Obviously he’s not obligated to be a philanthropist, but this is ridiculous...

https://t.co/pIMslpNkW3",[],@letsroc137 @france24 obviously obligate philanthropist ridiculous https://t.co/pimslpnkw3,-0.16666666666666666,0.75,0.0,0.294,0.706,neutral
drgoat6,"Goatland is a state of mind- we change lives. We grow with da squirrel & 
king of the swing, Dr.Goat. Welcome to your future. Money making
welcome to GOATLAND",,221,247,1171,2020-09-16 10:51:49,2020-12-10 03:52:59,1,Elon Musk and Jeff Bezos — the world's two richest people — have been pouring cash into a private space race for a decade. Then they qualified for a federal tax break meant to help the poor. https://t.co/o972W7VeGz via @business,[],elon musk jeff bezos world rich people pour cash private space race decade qualify federal tax break mean help poor https://t.co/o972w7vegz @business,-0.084375,0.603125,0.222,0.109,0.669,neutral
LAObserved,"Los Angeles media, politics, culture and place.",Los Angeles,1101,23950,53089,2008-06-03 22:30:50,2020-12-10 03:51:02,1,"This report makes my blood boil! ""It would be a gross misuse of scarce resources to be subsidizing billionaires to go out into space when there are people struggling with real problems here on earth."" https://t.co/QPxE65vU1r",[],report make blood boil gross misuse scarce resource subsidize billionaire space people struggle real problem earth https://t.co/qpxe65vu1r,0.1,0.15000000000000002,0.0,0.367,0.633,neutral
The_News_UNIT,I'm a man in Christ Jesus observing all the FAKE NEWS and weighing everything against the HOLY BIBLE A(KJ)V. These are perilous times...all men are liars. #MAGA,"Wisconsin, USA",155,153,17165,2018-01-08 14:57:08,2020-12-10 03:49:37,82,"📸 An unmanned SpaceX Starship rocket exploded upon landing after a test launch to its highest altitude yet, with company chief Elon Musk congratulating his team, saying “We got all the data we need.” https://t.co/vLscuuMhSR https://t.co/qg6K3XvulL",[],📸 unmanned spacex starship rocket explode landing test launch high altitude company chief elon musk congratulate team say get datum need https://t.co/vlscuumhsr https://t.co/qg6k3xvull,0.16,0.5399999999999999,0.118,0.0,0.882,neutral
PennsUniversity,We deliver the latest University of Pennsylvania news everyday.,"Canada, Moncton ",3004,2561,13049,2012-06-28 00:20:50,2020-12-10 03:44:03,0,Elon Musk Trashes The MBA -- And Faces An Immediate Backlash - Poets&amp;Quants https://t.co/zEJ0MPpP8N,[],elon musk trash mba face immediate backlash poets&amp;quants https://t.co/zej0mppp8n,0.0,0.0,0.0,0.0,1.0,neutral
