username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,tweet,hashtags
CheetoPutin,40/Married/Father of 4...Just a man trying to shine some light on the dirty corners of my country. #KeepPounding,United States,2437,290,10368,2009-04-18 15:42:13,2020-12-10 04:03:46,489,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/htiDasTm9u",[]
LynNever,"Dog-haver, writer, gardener, cook, IT/DBA, former Texan, feminist, queer, SJW, antifa. Mefite. She/her. Los Angeles. https://t.co/SfMkduu59K","Los Angeles, CA",2555,911,39899,2006-12-28 15:00:19,2020-12-10 04:03:43,489,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/htiDasTm9u",[]
sippie_writer,Keep going!👠,Under His Shadow,5002,963,19141,2017-05-30 04:37:30,2020-12-10 04:03:41,489,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/htiDasTm9u",[]
burnstand,"I fake yell about things


Rum Ham, Plastic Flamingos, Dead Pets, Dogs Eyes, Latcho Drom, Scrapbooker, Ghost Cousin","North Carolina, USA",739,710,49072,2009-03-16 20:29:39,2020-12-10 04:03:39,489,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/htiDasTm9u",[]
foolhardyfrolic,"Artist*Gamer*Fangirl*Teacher*Homemaker

She/Her",,331,233,12919,2015-04-15 20:46:39,2020-12-10 04:03:28,489,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/htiDasTm9u",[]
sagazluiz,latinamericano,sp,4634,364,9581,2009-07-09 14:36:30,2020-12-10 04:03:28,489,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/htiDasTm9u",[]
MichiganOutlndr,Lover of all things Outlander for 17 years and counting,US,524,281,35643,2012-03-19 00:27:53,2020-12-10 04:03:27,489,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/htiDasTm9u",[]
Janebunjong,,,121,28,5836,2017-08-25 23:49:07,2020-12-10 04:03:23,489,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/htiDasTm9u",[]
bige_redeemed,,,62,14,149,2016-02-26 03:38:38,2020-12-10 04:03:02,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
brieasovski,"professional sarcastic person, designer, dog trainer, gymnerd for life 🤸🏼‍♀️queer, she/they",somewhere rolling my eyes ,421,286,10023,2015-04-13 09:29:31,2020-12-10 04:02:53,489,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/htiDasTm9u",[]
PauleyBeth,Advancing equitable climate solutions in Kansas with @cepheartland/@cleanenergy4biz. Organizing for #energyjustice with @BuildPowerMoKan. Views are my own.,Kansas ,932,259,1156,2019-09-30 16:53:43,2020-12-10 04:02:49,489,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/htiDasTm9u",[]
Muzzkill7,A.C.A.S. (he/him),,961,487,34960,2011-04-30 03:38:12,2020-12-10 04:02:40,489,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/htiDasTm9u",[]
brent90,"Learn it, Live it Share it!...WordPress Theme Development + #GenesisWP + #Elementor + Mobile Content Creation + Training + SEO Rocks! + #NotMeUs","Cedar Hill, TX",1342,489,1515,2009-03-24 15:15:19,2020-12-10 04:02:39,489,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/htiDasTm9u",[]
claymation,"Anarchist, vegan, goth/industrial rap/rock connoisseur, neurodivergent geek, I have five cats and live with my lovely Celtic folk music fan girlfriend. He/Him.","St. Paul, MN",2913,657,8582,2008-08-31 20:50:48,2020-12-10 04:02:33,489,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/htiDasTm9u",[]
Spockmaster,"Everything is terrible, except Riker and Picard sitting on a bench on a pond.",Massachusetts,371,272,52603,2009-10-20 04:20:58,2020-12-10 04:02:32,489,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/htiDasTm9u",[]
DesertGorilla,"BEARDOWN /A\
Arizona Wildcats, Cardinals, DiamondBacks, Coyotes...No Suns until they rep the entire state of AZ",Tucson,695,173,51021,2010-03-01 02:09:46,2020-12-10 04:02:24,489,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/htiDasTm9u",[]
DonnaMaeMuse1,Proud Member Of The Choctaw Apache Tribe Of Ebarb Louisiana...,"Los Angeles, CA",269,78,16588,2020-06-28 12:05:36,2020-12-10 04:02:23,489,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/htiDasTm9u",[]
BenJRankin,,"Asheville, NC",1456,261,115052,2010-08-27 03:49:01,2020-12-10 04:02:17,489,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/htiDasTm9u",[]
ZizuDos,Watching this country implode under the weight of white people not being held accountable for their actions.,,425,9,3764,2020-10-08 11:17:39,2020-12-10 04:02:04,489,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/htiDasTm9u",[]
AwkwardMegs,,Wherever I want to be.,2089,390,112258,2008-10-08 19:04:45,2020-12-10 04:01:58,489,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/htiDasTm9u",[]
AhmadAl43350557,,,540,383,62375,2018-04-04 23:25:57,2020-12-10 04:01:50,489,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/htiDasTm9u",[]
LameDuckDonal11,,,37,5,294,2020-11-04 23:57:18,2020-12-10 04:01:44,489,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/htiDasTm9u",[]
shoreboy1961,"Generous to a fault. Loving and caring. My most important trait is empathy. My best friend is Daisy, my darling Pomeranian. Love to laugh, watch movies and read","Elkton, MD",4680,4861,285916,2016-03-08 05:26:16,2020-12-10 04:01:44,489,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/htiDasTm9u",[]
DanielleElledg1,yes sandy bottoms because the current state of the country reminds me of being a kid stuck in a sandy ass 🩱 mood: crotchety,"California, USA",151,51,19108,2020-02-04 02:33:17,2020-12-10 04:01:35,489,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/htiDasTm9u",[]
SamsWindmill,Bleeding-heart libtard socialist. I drive by windmills everyday with my organic covfefe and listen to lame-stream media on the radio. #VoteBlue,Under a windmill in WA,553,179,24497,2017-05-30 21:29:05,2020-12-10 04:01:28,489,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/htiDasTm9u",[]
JessSam63761716,,,278,18,4043,2020-11-23 13:40:26,2020-12-10 04:01:25,489,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/htiDasTm9u",[]
Lajonbrames1,,,197,19,5568,2020-03-30 00:36:12,2020-12-10 04:01:22,489,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/htiDasTm9u",[]
Ryanwages45,weather nerd at his best I hate trump to,"Chillicothe, IL",484,829,92654,2012-10-05 00:19:19,2020-12-10 04:01:21,489,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/htiDasTm9u",[]
billyjohnson29,"Son, Father, Thoughtful Person, Youth Advocate, Teacher, Principal, Professor, Director, Asst. Superintendent, Innovator, Strategist","New Haven, CT",256,204,923,2011-04-28 01:42:41,2020-12-10 04:01:19,489,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/htiDasTm9u",[]
ComradeClarkK,Did you know that Ben Shapiro inspires white supremacists. leftist.,,214,276,8999,2020-09-29 22:17:39,2020-12-10 04:01:18,489,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/htiDasTm9u",[]
Pac513,I don't wanna say nothin wrong but i'd be wrong if I ain't say nothin.,"Baltimore, MD",1384,523,20585,2010-12-01 17:00:15,2020-12-10 04:01:15,489,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/htiDasTm9u",[]
mujtaba6100,"Follow करोगे follow back 💯 जरूर मिलेगा
My old account is suspended @VahoraMujtaba",India,1287,504,22387,2020-02-19 02:35:53,2020-12-10 04:01:12,489,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/htiDasTm9u",[]
frilar,¯\_🧝‍♀️_/¯ doing the downtown boogie until the milkman walks,Remain In Light,1424,868,40617,2009-11-20 05:31:55,2020-12-10 04:01:11,489,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/htiDasTm9u",[]
AntifascistF12,"🚫DMs🚫 We ID fascists, bigots, supremacists, propagandists & funders. Not organized/funded. 100% outraged. #ACAB #FTP https://t.co/AMHFAja4Qk",firestormadminATriseupDOTnet,3141,7525,34446,2020-02-21 02:30:52,2020-12-10 04:00:56,489,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/htiDasTm9u",[]
HatesGerry,Anti-War USAF Veteran / Part time Climate Scientist / Full time dog enthusiast / (He/Him/His),"Denver, CO",745,351,40778,2020-03-14 22:43:00,2020-12-10 04:00:51,489,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/htiDasTm9u",[]
themainepain,"The Devil whispered in my ear, ""You're not strong enough to withstand the storm."" Today I whispered in the Devil's ear, ""I am the storm.""",,1585,2604,187018,2011-10-29 03:14:55,2020-12-10 04:00:51,489,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/htiDasTm9u",[]
malloryelysek,Lifetime resister of gaslighting,United States,380,164,7566,2010-11-18 17:10:52,2020-12-10 04:00:49,489,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/htiDasTm9u",[]
CharlieInUtah,Activist. Progressive. Populist. Campaigner. #MedicareForAll #GreenNewDeal #UBINow #GunControlNow #BlackLivesMatter #Freedom #Bernie2024 #RoForSenate #utpol,"Salt Lake City, UT",6075,5554,172524,2017-07-27 03:24:35,2020-12-10 04:00:23,489,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/htiDasTm9u",[]
All435Reps,Collecting and retweeting tweets by all members of the US House of Representatives. Archived at: https://t.co/pr8ZcQwGNu,,758,1668,408074,2019-05-03 22:54:54,2020-12-10 04:00:18,489,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/htiDasTm9u",[]
RashidaTlaib,"Unbossed Congresswoman #Michigan13th. Detroiter, Palestinian American, Muslima. Volunteer with our grassroots campaign: https://t.co/gDKVTG9SHY #RootedInCo","Detroit, MI",2636,1267200,15824,2011-12-12 23:07:37,2020-12-10 04:00:13,489,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/htiDasTm9u",[]
WehCarl,Blind follows the blind and now The One Eyed Man is KING 👁️#KTBFFH,,196,34,10965,2018-09-19 05:41:30,2020-12-10 03:59:47,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
pintohealthcare,"Complementary Medicine, Acupuncture, Holistic Anti-aging Expert drmpinto on Parler","Illinois, USA",53,318,2560,2011-03-06 01:30:55,2020-12-10 03:59:26,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
lalojimjuarez,"Estudios Latinoamericanos
UNAM CDMX.
Docente de Educación Básica.
Recorriendo el mundo escuchando milimétricamente las diversas voces y los ecos de sus actores.",,4999,2422,520512,2015-01-14 04:47:00,2020-12-10 03:58:37,8,"Jeff Bezos and Elon Musk, the world’s two richest men who committed billions of dollars of their own money to a private space race, are now eligible for an extra boost from the federal government: a tax break intended to help poor communities https://t.co/bxCSmsFDhH",[]
alfiebailee8,"former College Baseball player, philanthropist, men’s hair expert, King of the retweet, and investing in investments.","Toronto, Ontario",641,65,978,2015-07-30 13:47:04,2020-12-10 03:57:26,8,"Jeff Bezos and Elon Musk, the world’s two richest men who committed billions of dollars of their own money to a private space race, are now eligible for an extra boost from the federal government: a tax break intended to help poor communities https://t.co/bxCSmsFDhH",[]
nflnomo,"USN Veteran.  Not a bot.
I need an emotional support dog when I go by air to support me when I see fake emotional support dogs.",_'MURICA!!!,1007,452,24532,2017-10-01 21:15:41,2020-12-10 03:57:26,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
SeedOfDiscordd,"Just A Single Thread.

Extra Weight, Extra Gains🏋🏾‍♂️

#PatriotsNation🏈

#UWG🎓.

Just My Unfiltered Thoughts.",The Epicenter,622,690,87567,2010-12-16 03:32:15,2020-12-10 03:55:25,82,"Elon Musk announced on Tuesday that he was moving to Texas, in a snub to California and its strong regulatory environment. The news added fuel to the longstanding rivalry between the nation’s two most populous states.
https://t.co/0ukeXeU1EG",[]
LetsRoc137,"This world is totally FUGAZI. Where are the prophets,where are the visionaries,where are the poets-Marillion#IDWP #JusticeMattersTweets=IMO/sarcasmRetweets=?",Burnt Arse end of planet ,932,1875,382022,2013-04-01 12:31:03,2020-12-10 03:54:39,1,"@LetsRoc137 @FRANCE24 Obviously he’s not obligated to be a philanthropist, but this is ridiculous...

https://t.co/pIMslpNkW3",[]
cheryl_hoekstra,,,818,787,23032,2012-03-08 01:12:16,2020-12-10 03:53:59,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
Thomas_Hall3rd,Common Law Married Hardworking Conservative Dungeon Master and Tolkien Scholar,"Nacogdoches, TX",234,36,914,2016-04-18 17:35:12,2020-12-10 03:53:36,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
gansett7,News junkie and Patriots Fan,"Narragansett, RI",1401,233,4826,2009-07-08 22:47:51,2020-12-10 03:53:34,8,"Jeff Bezos and Elon Musk, the world’s two richest men who committed billions of dollars of their own money to a private space race, are now eligible for an extra boost from the federal government: a tax break intended to help poor communities https://t.co/bxCSmsFDhH",[]
SainteStephen,"An American patriot for Equal Rights and Justice . Peace would be possible if it wasn't for humans . Jesus’ less notable disciple. Being a martyr sucks ,1 star",,37,4,728,2020-03-22 09:57:57,2020-12-10 03:53:29,1,"@LetsRoc137 @FRANCE24 Obviously he’s not obligated to be a philanthropist, but this is ridiculous...

https://t.co/pIMslpNkW3",[]
LifesLavish,Private Figure,"New York, NY",191,175,525,2014-10-22 19:59:17,2020-12-10 03:53:11,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
drgoat6,"Goatland is a state of mind- we change lives. We grow with da squirrel & 
king of the swing, Dr.Goat. Welcome to your future. Money making
welcome to GOATLAND",,221,247,1171,2020-09-16 10:51:49,2020-12-10 03:52:59,1,Elon Musk and Jeff Bezos — the world's two richest people — have been pouring cash into a private space race for a decade. Then they qualified for a federal tax break meant to help the poor. https://t.co/o972W7VeGz via @business,[]
GoldenRuleHR,,"Ontario, Canada",245,155,17852,2011-08-18 17:15:21,2020-12-10 03:52:54,11,It's a master class in effective leadership.  https://t.co/vU76dRzXDi,[]
DiablosAvocados,Most dogs are better people than most people on twitter.,"Northern Nevada, USA",110,22,1087,2020-05-01 22:21:59,2020-12-10 03:52:50,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
ekachitsuksuwa5,,"Samrong Nuea, Thailand",748,91,6483,2020-02-03 16:00:07,2020-12-10 03:51:24,8,"Jeff Bezos and Elon Musk, the world’s two richest men who committed billions of dollars of their own money to a private space race, are now eligible for an extra boost from the federal government: a tax break intended to help poor communities https://t.co/bxCSmsFDhH",[]
malena1083,"Ecuatoriana, guayaquileña, soltera, barcelonista. Me encanta leer, cine, Tv, musica y estar en sintonia con el mundo","Guayaquil, Ecuador",195,191,301388,2016-11-11 01:52:00,2020-12-10 03:51:08,82,"Elon Musk announced on Tuesday that he was moving to Texas, in a snub to California and its strong regulatory environment. The news added fuel to the longstanding rivalry between the nation’s two most populous states.
https://t.co/0ukeXeU1EG",[]
LAObserved,"Los Angeles media, politics, culture and place.",Los Angeles,1101,23950,53089,2008-06-03 22:30:50,2020-12-10 03:51:02,1,"This report makes my blood boil! ""It would be a gross misuse of scarce resources to be subsidizing billionaires to go out into space when there are people struggling with real problems here on earth."" https://t.co/QPxE65vU1r",[]
Wifeof1Mom2many,,South Carolina,107,39,679,2012-05-13 00:49:51,2020-12-10 03:50:17,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
AfricaCCI,"Africa Chamber for commerce & industrial development #AfCFTA #SME-partnership, businesses opportunities & events
#AfricaCCi #projects #tech #investment #trade","Addis Ababa, Lagos,  Cape Town",465,55,264,2020-03-09 01:14:22,2020-12-10 03:50:13,1,Elon Musk and Jeff Bezos — the world's two richest people — have been pouring cash into a private space race for a decade. Then they qualified for a federal tax break meant to help the poor. https://t.co/o972W7VeGz via @business,[]
The_News_UNIT,I'm a man in Christ Jesus observing all the FAKE NEWS and weighing everything against the HOLY BIBLE A(KJ)V. These are perilous times...all men are liars. #MAGA,"Wisconsin, USA",155,153,17165,2018-01-08 14:57:08,2020-12-10 03:49:37,82,"📸 An unmanned SpaceX Starship rocket exploded upon landing after a test launch to its highest altitude yet, with company chief Elon Musk congratulating his team, saying “We got all the data we need.” https://t.co/vLscuuMhSR https://t.co/qg6K3XvulL",[]
SueJ20140172,,,444,131,34751,2016-09-13 02:09:46,2020-12-10 03:49:09,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
Rei_Prime,"Loves games, anime, and music.",,332,82,7266,2016-07-08 06:35:30,2020-12-10 03:48:48,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
DrKavarga,"Podcaster, writer, philosopher, Vegas native, #1October #LasVegasShooting Survivor. Fan of #CountryMusic, @NASCAR, @Eagles, @GoldenKnights, @Dbacks, and @Suns.","Las Vegas, NV",5002,2298,145582,2016-07-03 08:32:55,2020-12-10 03:48:14,21,California has just lost its wealthiest taxpayer. Billionaire entrepreneur Elon Musk said Tuesday that he has moved his personal residence to Texas. https://t.co/7qyuSUgi3q #8NN,[]
globalist_news,https://t.co/QgKGOv3TpC | Global government is upon us. Western nations are under psychological attack by an elite corporate technocracy. (🇦🇺🇨🇦🇺🇸🇬🇧),Western Nations,339,152,1535,2020-04-23 16:24:59,2020-12-10 03:47:55,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
Jordan38810959,"Metal
Metal
Metal
Patriots",,194,26,504,2019-11-08 01:50:59,2020-12-10 03:47:44,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
TherealMTrevino,The eye candy of the Toke n' Jays podcast and a breast enthusiast,"Detroit, MI",711,601,20964,2017-10-30 16:26:23,2020-12-10 03:47:16,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
Woodreau_,Incubad,Deep in the Heart of Texas,212,61,13027,2013-03-05 01:18:50,2020-12-10 03:47:13,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
LagrandePeter,"African immigrant here love trump.
Desires enslave kings!",United States,402,71,4524,2018-04-07 17:31:51,2020-12-10 03:46:47,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
BW,Covering the business world like no one else. Subscribe here: https://t.co/gog4OAefj7  | Making a magazine from our homes,"Homes, screens, and stores",570,1778410,111454,2009-08-20 16:50:58,2020-12-10 03:46:15,8,"Jeff Bezos and Elon Musk, the world’s two richest men who committed billions of dollars of their own money to a private space race, are now eligible for an extra boost from the federal government: a tax break intended to help poor communities https://t.co/bxCSmsFDhH",[]
darylgene,"Christian (love apologetics,) Buckley/Goldwater conservative, Nam era Vet, doggie parent, wanna be poet, retired.","RSM, CA",191,121,10917,2008-12-16 00:42:57,2020-12-10 03:45:31,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
PennsUniversity,We deliver the latest University of Pennsylvania news everyday.,"Canada, Moncton ",3004,2561,13049,2012-06-28 00:20:50,2020-12-10 03:44:03,0,Elon Musk Trashes The MBA -- And Faces An Immediate Backlash - Poets&amp;Quants https://t.co/zEJ0MPpP8N,[]
moD100jzx,JZX100→USE20ʕ̢̣̣̣̣̩̩̩̩·͡˔·ོɁ̡̣̣̣̣̩̩̩̩,,120,144,21301,2017-12-16 07:29:24,2020-12-10 03:43:37,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
Slippothy,flexer of vibes and white claws | elon musk’s baby momma stan | 4.08 GPA | 24 никто стан | raise hell praise dale | stay cheeki breeki | alt @inutinsocks,in an octopus’s garden,353,711,17577,2019-08-22 12:52:51,2020-12-10 03:42:57,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
lumberjcomando,I come from the land of ice and snow,"Airdrie, Alberta",1879,666,8527,2017-06-04 08:02:01,2020-12-10 03:42:38,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
